Time Analysis Roofline Report
Models : AlexNet, MobileNetV2, ResNet101, VGG16
HW     : Raspberry Pi 4, Raspberry Pi 5, Apple M4, Arduino Nicla Vision
dtype  : float32  |  mode : inference
========================================================================================================================

  Model Summary
+-------------+----------------------+-----------+-----------+---------+-------------+------------+-----------+------------+------------+
| Model       | Hardware             | W (FLOPs) | Q (Bytes) | I (F/B) | Y (FLOPs/s) | T_compute  | T_memory  | T_actual   | Bottleneck |
+-------------+----------------------+-----------+-----------+---------+-------------+------------+-----------+------------+------------+
| AlexNet     | Raspberry Pi 4       | 1.43G     | 253.8M    | 5.634   | 48.00G      | 29.786 ms  | 9.914 ms  | 29.786 ms  | compute    |
| AlexNet     | Raspberry Pi 5       | 1.43G     | 253.8M    | 5.634   | 38.40G      | 37.232 ms  | 4.957 ms  | 37.232 ms  | compute    |
| AlexNet     | Apple M4             | 1.43G     | 253.8M    | 5.634   | 676.03G     | 2.115 ms   | 2.115 ms  | 2.115 ms   | compute    |
| AlexNet     | Arduino Nicla Vision | 1.43G     | 253.8M    | 5.634   | 1.92G       | 744.649 ms | 16.523 ms | 744.649 ms | compute    |
| MobileNetV2 | Raspberry Pi 4       | 621.0M    | 170.1M    | 3.651   | 48.00G      | 12.938 ms  | 6.644 ms  | 12.938 ms  | compute    |
| MobileNetV2 | Raspberry Pi 5       | 621.0M    | 170.1M    | 3.651   | 38.40G      | 16.172 ms  | 3.322 ms  | 16.172 ms  | compute    |
| MobileNetV2 | Apple M4             | 621.0M    | 170.1M    | 3.651   | 438.14G     | 1.417 ms   | 1.417 ms  | 1.417 ms   | compute    |
| MobileNetV2 | Arduino Nicla Vision | 621.0M    | 170.1M    | 3.651   | 1.92G       | 323.444 ms | 11.073 ms | 323.444 ms | compute    |
| ResNet101   | Raspberry Pi 4       | 15.66G    | 661.3M    | 23.686  | 48.00G      | 326.327 ms | 25.832 ms | 326.327 ms | compute    |
| ResNet101   | Raspberry Pi 5       | 15.66G    | 661.3M    | 23.686  | 38.40G      | 407.908 ms | 12.916 ms | 407.908 ms | compute    |
| ResNet101   | Apple M4             | 15.66G    | 661.3M    | 23.686  | 2.84T       | 5.511 ms   | 5.511 ms  | 5.511 ms   | compute    |
| ResNet101   | Arduino Nicla Vision | 15.66G    | 661.3M    | 23.686  | 1.92G       | 8.158 s    | 43.054 ms | 8.158 s    | compute    |
| VGG16       | Raspberry Pi 4       | 30.97G    | 783.4M    | 39.536  | 48.00G      | 645.287 ms | 30.603 ms | 645.287 ms | compute    |
| VGG16       | Raspberry Pi 5       | 30.97G    | 783.4M    | 39.536  | 38.40G      | 806.609 ms | 15.302 ms | 806.609 ms | compute    |
| VGG16       | Apple M4             | 30.97G    | 783.4M    | 39.536  | 4.60T       | 6.733 ms   | 6.529 ms  | 6.733 ms   | compute    |
| VGG16       | Arduino Nicla Vision | 30.97G    | 783.4M    | 39.536  | 1.92G       | 16.132 s   | 51.005 ms | 16.132 s   | compute    |
+-------------+----------------------+-----------+-----------+---------+-------------+------------+-----------+------------+------------+


  Top-10 Layer Summary
+------+-------------+-----------------+---------------------+-----------+----------+---------------------------+---------------------------+---------------------+---------------------------------+
| Rank | Model       | Type            | Layer               | W (FLOPs) | I (F/B)  | T_actual [Raspberry Pi 4] | T_actual [Raspberry Pi 5] | T_actual [Apple M4] | T_actual [Arduino Nicla Vision] |
+------+-------------+-----------------+---------------------+-----------+----------+---------------------------+---------------------------+---------------------+---------------------------------+
| 1    | AlexNet     | Conv2d          | features.3          | 448.0M    | 226.7323 | 9.334 ms                  | 11.668 ms                 | 97.399 us           | 233.353 ms                      |
| 2    | AlexNet     | Linear          | classifier.1        | 75.5M     | 0.4998   | 5.901 ms                  | 2.950 ms                  | 1.259 ms            | 39.324 ms                       |
| 3    | AlexNet     | ReLU            | features.1          | 194K      | 0.1250   | 60.500 us                 | 30.250 us                 | 12.907 us           | 100.833 us                      |
| 4    | AlexNet     | MaxPool         | features.2          | 187K      | 0.1942   | 37.540 us                 | 18.770 us                 | 8.009 us            | 97.200 us                       |
| 5    | AlexNet     | AdaptiveAvgPool | avgpool             | 9K        | 0.1250   | 2.880 us                  | 1.440 us                  | 614.40 ns           | 4.800 us                        |
| 1    | MobileNetV2 | Conv2d          | features.18.0       | 40.1M     | 20.5639  | 836.267 us                | 1.045 ms                  | 16.267 us           | 20.907 ms                       |
| 2    | MobileNetV2 | Linear          | classifier.1        | 2.6M      | 0.4989   | 200.512 us                | 100.256 us                | 42.776 us           | 1.334 ms                        |
| 3    | MobileNetV2 | BatchNorm       | features.2.conv.0.1 | 2.4M      | 0.2500   | 376.350 us                | 188.175 us                | 80.288 us           | 1.254 ms                        |
| 4    | MobileNetV2 | ReLU            | features.2.conv.0.2 | 1.2M      | 0.1250   | 376.320 us                | 188.160 us                | 80.282 us           | 627.200 us                      |
| 1    | ResNet101   | Conv2d          | conv1               | 236.0M    | 61.2899  | 4.917 ms                  | 6.147 ms                  | 51.310 us           | 122.931 ms                      |
| 2    | ResNet101   | Linear          | fc                  | 4.1M      | 0.4991   | 320.632 us                | 160.316 us                | 68.402 us           | 2.134 ms                        |
| 3    | ResNet101   | BatchNorm       | bn1                 | 1.6M      | 0.2500   | 250.900 us                | 125.450 us                | 53.525 us           | 836.267 us                      |
| 4    | ResNet101   | ReLU            | relu                | 803K      | 0.1250   | 250.880 us                | 125.440 us                | 53.521 us           | 418.133 us                      |
| 5    | ResNet101   | MaxPool         | maxpool             | 803K      | 0.2000   | 156.800 us                | 78.400 us                 | 33.451 us           | 418.133 us                      |
| 6    | ResNet101   | AdaptiveAvgPool | avgpool             | 2K        | 0.0050   | 16.000 us                 | 8.000 us                  | 3.413 us            | 26.667 us                       |
| 1    | VGG16       | Conv2d          | features.2          | 3.70G     | 143.3011 | 77.137 ms                 | 96.422 ms                 | 804.910 us          | 1.928 s                         |
| 2    | VGG16       | Linear          | classifier.0        | 205.5M    | 0.4998   | 16.062 ms                 | 8.031 ms                  | 3.426 ms            | 107.044 ms                      |
| 3    | VGG16       | ReLU            | features.1          | 3.2M      | 0.1250   | 1.004 ms                  | 501.760 us                | 214.084 us          | 1.673 ms                        |
| 4    | VGG16       | MaxPool         | features.4          | 3.2M      | 0.2000   | 627.200 us                | 313.600 us                | 133.803 us          | 1.673 ms                        |
| 5    | VGG16       | AdaptiveAvgPool | avgpool             | 25K       | 0.1250   | 7.840 us                  | 3.920 us                  | 1.673 us            | 13.067 us                       |
+------+-------------+-----------------+---------------------+-----------+----------+---------------------------+---------------------------+---------------------+---------------------------------+


  Full Layer Detail
+-------------+----------------------+-----------------------+-----------------+-----------+-----------+----------+-------------+------------+------------+------------+------------+
| Model       | Hardware             | Layer                 | Type            | W (FLOPs) | Q (Bytes) | I (F/B)  | Y (FLOPs/s) | T_compute  | T_memory   | T_actual   | Bottleneck |
| AlexNet     | Raspberry Pi 5       | classifier.4          | Linear          | 33.6M     | 67.2M     | 0.4997   | 25.58G      | 1.312 ms   | 1.312 ms   | 1.312 ms   | memory     |
| AlexNet     | Raspberry Pi 5       | classifier.5          | ReLU            | 4K        | 33K       | 0.1250   | 6.40G       | 640.00 ns  | 640.00 ns  | 640.00 ns  | memory     |
| AlexNet     | Raspberry Pi 5       | classifier.6          | Linear          | 8.2M      | 16.4M     | 0.4993   | 25.57G      | 320.476 us | 320.476 us | 320.476 us | memory     |
| AlexNet     | Apple M4             | features.0            | Conv2d          | 140.7M    | 1.5M      | 95.7662  | 4.60T       | 30.597 us  | 12.247 us  | 30.597 us  | compute    |
| AlexNet     | Apple M4             | features.1            | ReLU            | 194K      | 1.5M      | 0.1250   | 15.00G      | 12.907 us  | 12.907 us  | 12.907 us  | memory     |
| AlexNet     | Apple M4             | features.2            | MaxPool         | 187K      | 961K      | 0.1942   | 23.30G      | 8.009 us   | 8.009 us   | 8.009 us   | memory     |
| AlexNet     | Apple M4             | features.3            | Conv2d          | 448.0M    | 2.0M      | 226.7323 | 4.60T       | 97.399 us  | 16.467 us  | 97.399 us  | compute    |
| AlexNet     | Apple M4             | features.4            | ReLU            | 140K      | 1.1M      | 0.1250   | 15.00G      | 9.331 us   | 9.331 us   | 9.331 us   | memory     |
| AlexNet     | Apple M4             | features.5            | MaxPool         | 130K      | 690K      | 0.1882   | 22.58G      | 5.747 us   | 5.747 us   | 5.747 us   | memory     |
| AlexNet     | Apple M4             | features.6            | Conv2d          | 224.3M    | 3.0M      | 73.6738  | 4.60T       | 48.771 us  | 25.376 us  | 48.771 us  | compute    |
| AlexNet     | Apple M4             | features.7            | ReLU            | 65K       | 519K      | 0.1250   | 15.00G      | 4.326 us   | 4.326 us   | 4.326 us   | memory     |
| AlexNet     | Apple M4             | features.8            | Conv2d          | 299.1M    | 4.0M      | 75.2866  | 4.60T       | 65.018 us  | 33.105 us  | 65.018 us  | compute    |
| AlexNet     | Apple M4             | features.9            | ReLU            | 43K       | 346K      | 0.1250   | 15.00G      | 2.884 us   | 2.884 us   | 2.884 us   | memory     |
| AlexNet     | Apple M4             | features.10           | Conv2d          | 199.4M    | 2.7M      | 73.6777  | 4.60T       | 43.349 us  | 22.554 us  | 43.349 us  | compute    |
| AlexNet     | Apple M4             | features.11           | ReLU            | 43K       | 346K      | 0.1250   | 15.00G      | 2.884 us   | 2.884 us   | 2.884 us   | memory     |
| AlexNet     | Apple M4             | features.12           | MaxPool         | 37K       | 210K      | 0.1756   | 21.07G      | 1.749 us   | 1.749 us   | 1.749 us   | memory     |
| AlexNet     | Apple M4             | avgpool               | AdaptiveAvgPool | 9K        | 74K       | 0.1250   | 15.00G      | 614.40 ns  | 614.40 ns  | 614.40 ns  | memory     |
| AlexNet     | Apple M4             | classifier.0          | Dropout         | 0         | 74K       | 0.0000   | 0           | 0 s        | 614.40 ns  | 614.40 ns  | memory     |
| AlexNet     | Apple M4             | classifier.1          | Linear          | 75.5M     | 151.1M    | 0.4998   | 59.98G      | 1.259 ms   | 1.259 ms   | 1.259 ms   | memory     |
| AlexNet     | Apple M4             | classifier.2          | ReLU            | 4K        | 33K       | 0.1250   | 15.00G      | 273.07 ns  | 273.07 ns  | 273.07 ns  | memory     |
| AlexNet     | Apple M4             | classifier.3          | Dropout         | 0         | 33K       | 0.0000   | 0           | 0 s        | 273.07 ns  | 273.07 ns  | memory     |
| AlexNet     | Apple M4             | classifier.4          | Linear          | 33.6M     | 67.2M     | 0.4997   | 59.96G      | 559.650 us | 559.650 us | 559.650 us | memory     |
| AlexNet     | Apple M4             | classifier.5          | ReLU            | 4K        | 33K       | 0.1250   | 15.00G      | 273.07 ns  | 273.07 ns  | 273.07 ns  | memory     |
| AlexNet     | Apple M4             | classifier.6          | Linear          | 8.2M      | 16.4M     | 0.4993   | 59.92G      | 136.737 us | 136.737 us | 136.737 us | memory     |
| AlexNet     | Arduino Nicla Vision | features.0            | Conv2d          | 140.7M    | 1.5M      | 95.7662  | 1.92G       | 73.306 ms  | 95.683 us  | 73.306 ms  | compute    |
| AlexNet     | Arduino Nicla Vision | features.1            | ReLU            | 194K      | 1.5M      | 0.1250   | 1.92G       | 100.833 us | 100.833 us | 100.833 us | memory     |
| AlexNet     | Arduino Nicla Vision | features.2            | MaxPool         | 187K      | 961K      | 0.1942   | 1.92G       | 97.200 us  | 62.567 us  | 97.200 us  | compute    |
| AlexNet     | Arduino Nicla Vision | features.3            | Conv2d          | 448.0M    | 2.0M      | 226.7323 | 1.92G       | 233.353 ms | 128.650 us | 233.353 ms | compute    |
| AlexNet     | Arduino Nicla Vision | features.4            | ReLU            | 140K      | 1.1M      | 0.1250   | 1.92G       | 72.900 us  | 72.900 us  | 72.900 us  | memory     |
| AlexNet     | Arduino Nicla Vision | features.5            | MaxPool         | 130K      | 690K      | 0.1882   | 1.92G       | 67.600 us  | 44.900 us  | 67.600 us  | compute    |
| AlexNet     | Arduino Nicla Vision | features.6            | Conv2d          | 224.3M    | 3.0M      | 73.6738  | 1.92G       | 116.847 ms | 198.250 us | 116.847 ms | compute    |
| AlexNet     | Arduino Nicla Vision | features.7            | ReLU            | 65K       | 519K      | 0.1250   | 1.92G       | 33.800 us  | 33.800 us  | 33.800 us  | memory     |
| AlexNet     | Arduino Nicla Vision | features.8            | Conv2d          | 299.1M    | 4.0M      | 75.2866  | 1.92G       | 155.773 ms | 258.633 us | 155.773 ms | compute    |
| AlexNet     | Arduino Nicla Vision | features.9            | ReLU            | 43K       | 346K      | 0.1250   | 1.92G       | 22.533 us  | 22.533 us  | 22.533 us  | memory     |
| AlexNet     | Arduino Nicla Vision | features.10           | Conv2d          | 199.4M    | 2.7M      | 73.6777  | 1.92G       | 103.856 ms | 176.200 us | 103.856 ms | compute    |
| AlexNet     | Arduino Nicla Vision | features.11           | ReLU            | 43K       | 346K      | 0.1250   | 1.92G       | 22.533 us  | 22.533 us  | 22.533 us  | memory     |
| AlexNet     | Arduino Nicla Vision | features.12           | MaxPool         | 37K       | 210K      | 0.1756   | 1.92G       | 19.200 us  | 13.667 us  | 19.200 us  | compute    |
| AlexNet     | Arduino Nicla Vision | avgpool               | AdaptiveAvgPool | 9K        | 74K       | 0.1250   | 1.92G       | 4.800 us   | 4.800 us   | 4.800 us   | memory     |
| AlexNet     | Arduino Nicla Vision | classifier.0          | Dropout         | 0         | 74K       | 0.0000   | 0           | 0 s        | 4.800 us   | 4.800 us   | memory     |
| AlexNet     | Arduino Nicla Vision | classifier.1          | Linear          | 75.5M     | 151.1M    | 0.4998   | 1.92G       | 39.324 ms  | 9.835 ms   | 39.324 ms  | compute    |
| AlexNet     | Arduino Nicla Vision | classifier.2          | ReLU            | 4K        | 33K       | 0.1250   | 1.92G       | 2.133 us   | 2.133 us   | 2.133 us   | memory     |
| AlexNet     | Arduino Nicla Vision | classifier.3          | Dropout         | 0         | 33K       | 0.0000   | 0           | 0 s        | 2.133 us   | 2.133 us   | memory     |
| AlexNet     | Arduino Nicla Vision | classifier.4          | Linear          | 33.6M     | 67.2M     | 0.4997   | 1.92G       | 17.478 ms  | 4.372 ms   | 17.478 ms  | compute    |
